This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoDP,ME1 DP2,SMALL HiDP,BIG LoDP,ME2 DP2,BIG HiDP
197105,       57.63,       51.96,       51.00,     1215.40,      923.76,      853.06
197106,       55.43,       49.44,       48.19,     1180.09,      880.63,      814.59
197107,       52.09,       51.21,       49.41,     1109.66,      878.53,      995.96
197108,       49.54,       49.07,       48.06,     1056.89,      846.89,      966.23
197109,       51.62,       51.17,       49.60,     1109.42,      895.67,      953.11
197110,       51.82,       50.73,       48.41,     1113.16,      887.10,      940.34
197111,       48.46,       48.39,       46.45,     1070.06,      843.54,      915.49
197112,       47.27,       46.81,       45.40,     1083.49,      837.70,      905.33
197201,       52.92,       52.21,       49.04,     1191.11,      900.10,      977.13
197202,       57.05,       55.29,       52.22,     1229.83,      908.02,      982.89
197203,       60.12,       57.01,       52.33,     1299.57,      919.82,      975.78
197204,       60.52,       57.02,       52.21,     1321.51,      939.52,      953.08
197205,       61.11,       58.01,       52.03,     1342.13,      947.29,      941.46
197206,       60.68,       56.87,       50.91,     1395.93,      936.73,      944.26
197207,       56.09,       48.06,       55.33,     1316.31,      792.84,     1037.71
197208,       53.90,       46.49,       55.09,     1337.43,      780.42,     1031.32
197209,       53.48,       47.48,       56.35,     1338.18,      825.53,     1102.26
197210,       51.91,       45.78,       55.43,     1338.33,      806.79,     1105.96
197211,       50.01,       44.99,       56.40,     1346.11,      814.38,     1128.13
197212,       52.69,       47.63,       59.96,     1369.02,      870.05,     1204.17
197301,       52.55,       46.97,       59.18,     1410.11,      870.64,     1195.79
197302,       49.56,       44.46,       57.20,     1395.23,      825.34,     1193.75
197303,       44.44,       41.21,       54.98,     1361.22,      783.44,     1129.85
197304,       42.62,       40.23,       54.25,     1348.62,      772.23,     1139.04
197305,       38.81,       38.21,       52.57,     1269.69,      732.43,     1133.42
197306,       35.02,       35.12,       50.23,     1262.57,      716.05,     1092.70
197307,       33.04,       31.96,       33.77,     1384.66,      849.66,      557.66
197308,       37.95,       35.86,       35.32,     1470.43,      874.50,      564.95
197309,       36.15,       33.72,       33.72,     1435.00,      843.41,      543.25
197310,       39.63,       37.82,       36.01,     1449.83,      923.23,      584.78
197311,       39.85,       37.16,       35.54,     1467.77,      916.00,      568.67
197312,       31.04,       29.67,       30.79,     1305.96,      805.52,      493.87
197401,       30.38,       29.12,       29.98,     1290.58,      853.72,      501.75
197402,       32.72,       32.47,       32.87,     1257.42,      848.20,      531.61
197403,       32.56,       32.76,       33.38,     1243.61,      848.78,      534.47
197404,       32.75,       32.50,       33.08,     1219.83,      822.13,      518.25
197405,       30.76,       31.36,       31.42,     1174.67,      782.45,      481.70
197406,       28.19,       29.10,       28.68,     1154.33,      737.31,      461.53
197407,       20.77,       23.04,       23.10,      948.14,      551.62,      465.58
197408,       19.46,       22.13,       22.51,      848.66,      528.44,      448.60
197409,       17.58,       20.13,       20.74,      762.29,      480.41,      414.68
197410,       15.81,       18.74,       19.50,      647.84,      443.01,      390.89
197411,       17.72,       20.03,       20.49,      788.90,      513.57,      413.60
197412,       16.62,       18.97,       19.61,      754.00,      487.38,      396.44
197501,       15.46,       17.89,       18.34,      721.70,      488.13,      388.98
197502,       19.35,       22.11,       22.96,      794.19,      551.79,      470.77
197503,       20.40,       22.82,       23.14,      868.24,      561.36,      472.49
197504,       21.80,       24.06,       23.92,      894.06,      576.06,      472.41
197505,       23.04,       24.77,       24.04,      943.33,      604.67,      472.06
197506,       25.10,       25.92,       24.82,      991.54,      624.94,      502.40
197507,       27.77,       27.40,       27.50,     1092.53,      638.20,      711.02
197508,       26.69,       26.74,       27.08,      997.08,      609.63,      680.83
197509,       25.26,       25.44,       26.04,      969.14,      593.97,      663.73
197510,       23.93,       24.67,       25.26,      921.20,      575.54,      648.55
197511,       24.44,       25.30,       25.77,      983.03,      606.63,      683.56
197512,       24.77,       25.97,       26.37,     1011.22,      621.23,      700.18
197601,       24.36,       25.67,       25.87,      982.94,      619.08,      701.77
197602,       28.82,       30.10,       29.76,     1099.69,      696.42,      781.82
197603,       31.54,       32.23,       31.23,     1071.48,      707.90,      777.75
197604,       31.65,       32.76,       31.48,     1101.12,      723.42,      796.37
197605,       31.00,       32.56,       31.57,     1074.17,      721.45,      803.74
197606,       30.33,       31.71,       30.96,     1055.04,      723.68,      779.39
197607,       31.17,       30.51,       32.12,     1134.70,      825.11,      800.94
197608,       30.54,       30.74,       32.82,     1117.49,      815.99,      809.36
197609,       29.83,       30.43,       32.67,     1107.42,      803.64,      826.79
197610,       30.85,       31.04,       33.34,     1127.43,      824.76,      847.36
197611,       30.07,       30.55,       32.92,     1092.65,      806.70,      842.97
197612,       31.19,       31.46,       33.71,     1077.01,      802.51,      855.39
197701,       33.69,       34.26,       36.43,     1120.65,      859.55,      904.55
197702,       34.16,       34.57,       37.28,     1036.65,      825.27,      905.96
197703,       33.86,       34.56,       36.91,     1012.50,      808.74,      884.04
197704,       34.20,       34.54,       36.86,      996.93,      797.35,      874.06
197705,       34.48,       35.33,       37.09,      978.74,      807.59,      891.32
197706,       34.28,       35.33,       37.04,      951.72,      788.54,      890.75
197707,       35.01,       35.55,       36.12,      728.84,      951.95,     1109.41
197708,       34.86,       35.94,       36.59,      717.42,      935.96,     1098.30
197709,       34.73,       35.78,       36.02,      718.48,      919.55,     1051.99
197710,       35.60,       35.99,       36.04,      718.40,      907.20,     1065.35
197711,       34.28,       35.38,       35.71,      683.85,      870.76,     1024.22
197712,       37.43,       37.70,       37.10,      724.35,      900.92,     1033.80
197801,       38.39,       37.96,       36.84,      729.52,      901.23,     1038.53
197802,       36.49,       36.87,       36.28,      675.05,      843.93,      988.71
197803,       37.47,       37.14,       36.46,      656.34,      819.88,      979.16
197804,       40.07,       39.30,       37.41,      675.75,      837.03,     1004.83
197805,       43.95,       42.28,       39.02,      755.70,      924.92,     1038.49
197806,       47.20,       44.53,       39.76,      779.08,      936.65,     1022.21
197807,       39.82,       44.34,       46.84,      679.22,      948.18,     1117.22
197808,       42.70,       46.42,       48.20,      730.28,     1010.61,     1154.06
197809,       46.50,       49.79,       50.73,      763.68,     1041.42,     1173.66
197810,       45.54,       49.19,       50.93,      747.21,     1021.95,     1187.74
197811,       35.60,       40.71,       44.64,      655.16,      922.16,     1092.90
197812,       38.45,       42.31,       45.13,      680.24,      938.34,     1108.71
197901,       39.41,       42.05,       44.89,      698.18,      958.31,     1105.55
197902,       42.43,       45.24,       47.42,      717.58,     1005.56,     1163.63
197903,       41.09,       43.93,       46.69,      680.09,      966.93,     1130.63
197904,       45.12,       47.25,       48.65,      724.88,     1027.33,     1180.08
197905,       46.39,       48.40,       48.87,      730.77,     1036.58,     1178.05
197906,       45.41,       47.51,       48.63,      714.84,     1013.39,     1150.53
197907,       45.82,       47.06,       48.66,      772.30,     1065.17,     1190.74
197908,       46.78,       48.53,       50.45,      796.71,     1072.16,     1201.28
197909,       50.80,       51.95,       52.95,      862.94,     1132.82,     1233.91
197910,       50.84,       51.39,       51.77,      872.63,     1130.70,     1222.55
197911,       45.53,       45.95,       46.63,      821.01,     1046.70,     1138.58
197912,       50.26,       48.07,       48.50,      898.66,     1099.19,     1159.18
198001,       53.79,       50.27,       49.62,      946.85,     1130.81,     1143.31
198002,       57.70,       53.55,       51.52,     1023.70,     1198.17,     1179.73
198003,       56.99,       51.89,       48.93,     1015.04,     1193.81,     1155.52
198004,       45.76,       43.29,       42.34,      884.47,     1062.58,     1063.69
198005,       48.45,       45.48,       45.05,      924.95,     1101.73,     1131.32
198006,       52.70,       48.77,       48.45,      975.94,     1157.97,     1181.73
198007,       49.58,       50.70,       52.15,     1009.50,     1291.71,     1179.65
198008,       55.74,       55.53,       54.70,     1090.91,     1378.85,     1216.30
198009,       59.32,       57.81,       55.34,     1126.13,     1378.23,     1219.71
198010,       61.66,       59.41,       55.51,     1215.69,     1402.45,     1200.26
198011,       64.22,       60.01,       55.55,     1273.28,     1413.41,     1191.55
198012,       70.08,       62.18,       56.04,     1498.26,     1557.75,     1195.08
198101,       67.15,       61.18,       55.47,     1418.00,     1511.83,     1192.55
198102,       65.64,       61.13,       56.99,     1290.57,     1449.34,     1211.67
198103,       65.57,       62.47,       57.03,     1301.20,     1482.48,     1211.27
198104,       71.14,       67.29,       60.10,     1358.52,     1531.78,     1256.84
198105,       73.57,       69.54,       61.51,     1302.11,     1508.78,     1273.40
198106,       75.43,       70.37,       61.95,     1299.02,     1495.71,     1286.18
198107,       70.81,       70.88,       65.49,     1042.29,     1505.43,     1645.80
198108,       68.51,       69.63,       64.48,     1058.49,     1507.00,     1627.68
198109,       62.72,       65.85,       61.91,      968.50,     1407.70,     1559.52
198110,       56.81,       61.66,       59.19,      897.03,     1295.27,     1513.91
198111,       61.41,       65.37,       62.40,      997.92,     1350.16,     1555.78
198112,       63.22,       68.71,       65.38,     1025.26,     1420.37,     1612.97
198201,       62.04,       68.02,       64.40,      984.62,     1380.80,     1577.46
198202,       58.93,       65.47,       64.14,      949.56,     1329.20,     1584.01
198203,       55.61,       62.89,       63.18,      866.80,     1229.74,     1531.88
198204,       54.86,       62.55,       63.59,      847.34,     1209.82,     1531.89
198205,       58.21,       65.59,       65.92,      896.26,     1263.06,     1560.51
198206,       56.36,       64.10,       63.98,      849.31,     1225.26,     1507.44
198207,       51.61,       61.59,       62.06,      838.95,     1335.32,     1309.47
198208,       51.09,       60.69,       61.30,      828.07,     1317.02,     1263.71
198209,       55.08,       65.47,       66.11,      923.95,     1466.40,     1410.03
198210,       57.08,       68.57,       69.08,      942.83,     1496.73,     1408.57
198211,       65.23,       76.83,       76.21,     1063.89,     1677.17,     1520.15
198212,       71.85,       82.88,       80.63,     1125.06,     1747.44,     1530.60
198301,       73.24,       82.79,       80.83,     1134.00,     1782.68,     1552.63
198302,       77.55,       86.65,       84.39,     1161.81,     1822.35,     1632.35
198303,       82.30,       91.66,       88.28,     1206.23,     1865.17,     1643.17
198304,       87.44,       96.55,       92.24,     1243.96,     1928.09,     1683.23
198305,       94.22,      103.80,       97.70,     1310.86,     2084.67,     1806.69
198306,      100.10,      108.91,      100.46,     1339.02,     2038.55,     1797.66
198307,       99.34,      107.88,      110.07,     1275.26,     2073.85,     2202.47
198308,       96.58,      107.20,      112.50,     1211.45,     1995.00,     2175.86
198309,       91.82,      105.19,      112.35,     1194.56,     1990.07,     2246.45
198310,       93.51,      108.14,      118.17,     1199.19,     2048.07,     2258.04
198311,       87.19,      104.53,      117.20,     1131.75,     2027.82,     2250.55
198312,       91.63,      108.93,      121.04,     1176.56,     2059.84,     2276.22
198401,       90.51,      109.33,      120.68,     1158.43,     2054.44,     2242.15
198402,       87.00,      108.91,      120.68,     1094.61,     1993.29,     2294.36
198403,       81.51,      103.77,      116.19,     1026.07,     1899.21,     2233.13
198404,       82.02,      106.01,      116.33,     1051.86,     1931.36,     2225.24
198405,       82.11,      107.09,      116.08,     1053.85,     1931.62,     2252.76
198406,       77.20,      101.36,      110.76,      985.26,     1819.54,     2084.44
198407,       85.36,      101.10,      100.79,     1121.63,     1867.45,     1870.21
198408,       82.34,       98.50,       99.79,     1089.60,     1838.96,     1831.42
198409,       92.30,      108.56,      107.05,     1231.18,     2029.34,     2019.41
198410,       92.11,      109.60,      109.98,     1166.92,     2017.79,     2067.68
198411,       90.46,      109.03,      112.63,     1155.46,     2054.56,     2057.63
198412,       88.70,      108.49,      114.10,     1115.61,     2033.77,     2053.89
198501,       89.51,      111.10,      117.07,     1149.89,     2070.96,     2096.19
198502,      100.75,      121.07,      125.57,     1285.73,     2239.98,     2208.35
198503,      103.17,      123.81,      127.23,     1294.65,     2273.59,     2240.08
198504,      101.23,      122.64,      128.46,     1288.42,     2256.79,     2261.70
198505,      100.06,      121.64,      131.80,     1260.23,     2234.40,     2303.46
198506,      105.13,      125.83,      136.23,     1357.75,     2297.54,     2414.98
198507,       97.56,      116.19,      108.94,     1343.47,     2078.27,     2755.09
198508,      100.16,      119.10,      109.13,     1345.32,     2096.50,     2697.78
198509,       98.84,      119.74,      109.28,     1335.11,     2053.53,     2697.31
198510,       93.54,      114.85,      106.11,     1250.85,     1994.30,     2600.88
198511,       97.01,      119.12,      108.33,     1303.70,     2063.52,     2737.19
198512,      103.00,      126.54,      113.57,     1404.87,     2240.51,     2857.52
198601,      107.22,      130.68,      117.76,     1462.66,     2351.66,     2972.85
198602,      110.32,      132.62,      118.09,     1491.30,     2375.80,     2960.05
198603,      118.35,      142.30,      124.17,     1619.73,     2566.00,     3137.22
198604,      124.46,      148.79,      130.31,     1713.26,     2740.32,     3307.03
198605,      126.27,      149.03,      132.23,     1701.65,     2710.57,     3243.33
198606,      130.96,      155.60,      136.43,     1788.06,     2852.56,     3390.95
198607,      131.04,      139.48,      130.93,     1860.54,     2919.23,     3091.58
198608,      120.25,      130.89,      125.24,     1732.40,     2730.58,     3009.04
198609,      123.38,      134.61,      129.95,     1818.69,     2883.60,     3289.41
198610,      115.78,      126.44,      123.76,     1622.93,     2644.84,     3061.49
198611,      119.01,      128.78,      127.19,     1733.00,     2783.46,     3206.15
198612,      119.64,      127.60,      127.05,     1766.03,     2831.85,     3261.51
198701,      116.46,      123.84,      123.58,     1736.21,     2750.48,     3163.77
198702,      129.47,      135.82,      133.22,     1972.10,     3126.88,     3506.66
198703,      138.79,      143.30,      136.22,     2145.66,     3291.63,     3473.83
198704,      141.45,      146.21,      138.14,     2157.33,     3355.25,     3610.84
198705,      136.38,      141.13,      133.10,     2110.44,     3293.08,     3570.52
198706,      134.44,      139.77,      130.93,     2153.15,     3295.10,     3576.43
198707,      128.65,      147.21,      140.72,     2351.08,     3638.25,     3597.31
198708,      132.24,      153.13,      143.44,     2518.20,     3818.00,     3670.71
198709,      135.67,      159.33,      147.62,     2639.56,     3950.03,     3795.95
198710,      130.77,      157.56,      143.71,     2596.11,     3854.90,     3690.93
198711,       91.12,      115.48,      117.15,     1941.60,     2976.88,     3126.04
198712,       87.41,      109.88,      114.04,     1777.92,     2728.18,     2891.72
198801,       92.78,      117.09,      116.35,     1945.95,     2938.30,     2992.83
198802,       95.85,      123.11,      121.90,     1958.93,     3048.83,     3265.34
198803,      104.11,      131.34,      127.34,     2095.08,     3205.79,     3323.15
198804,      108.70,      135.10,      126.93,     2046.74,     3111.37,     3225.73
198805,      108.68,      136.19,      128.78,     2048.90,     3130.56,     3264.89
198806,      107.75,      133.84,      127.02,     2042.98,     3146.10,     3312.20
198807,      117.73,      121.76,      112.20,     2009.99,     3123.21,     3424.14
198808,      117.03,      121.68,      111.50,     1940.33,     3084.91,     3455.31
198809,      112.82,      118.69,      109.46,     1860.33,     2981.95,     3386.26
198810,      116.11,      122.01,      111.42,     1956.57,     3110.87,     3473.82
198811,      115.57,      121.86,      112.20,     1965.44,     3180.10,     3571.35
198812,      113.06,      117.54,      110.38,     1910.22,     3061.83,     3538.06
198901,      115.59,      120.91,      109.84,     1980.29,     3111.78,     3558.82
198902,      119.99,      126.51,      112.86,     2102.79,     3334.95,     3756.30
198903,      120.34,      127.36,      113.29,     2059.44,     3238.67,     3673.78
198904,      123.17,      128.70,      113.69,     2106.17,     3287.65,     3775.68
198905,      128.70,      133.96,      117.37,     2231.22,     3448.53,     3831.15
198906,      132.10,      138.68,      120.37,     2342.28,     3554.04,     3963.21
198907,      130.61,      130.20,      119.80,     2343.31,     3372.57,     4085.28
198908,      135.36,      134.75,      122.22,     2565.07,     3727.07,     4311.44
198909,      140.50,      139.14,      124.47,     2589.25,     3813.59,     4336.31
198910,      142.13,      137.58,      123.56,     2615.88,     3739.21,     4318.30
198911,      135.09,      129.42,      117.25,     2537.40,     3649.77,     4207.82
198912,      135.96,      128.99,      116.49,     2585.94,     3740.44,     4251.04
199001,      134.68,      126.83,      114.74,     2552.93,     3856.90,     4359.00
199002,      121.19,      117.97,      107.34,     2352.84,     3560.16,     4101.80
199003,      124.29,      119.12,      108.71,     2387.28,     3589.10,     4149.70
199004,      128.49,      121.16,      110.56,     2458.32,     3704.45,     4165.03
199005,      124.83,      116.95,      106.30,     2413.67,     3614.77,     3998.93
199006,      132.18,      121.58,      107.63,     2684.16,     3960.23,     4255.82
199007,      126.64,      113.85,      112.12,     3427.85,     4058.87,     3310.22
199008,      122.47,      109.89,      107.81,     3382.44,     4077.89,     3303.45
199009,      107.05,       96.34,       98.84,     3080.18,     3694.25,     3040.38
199010,       97.57,       88.46,       91.40,     2879.71,     3542.22,     2917.32
199011,       92.13,       82.82,       85.52,     2838.01,     3507.14,     2955.25
199012,       99.13,       87.49,       89.63,     3051.99,     3731.39,     3082.26
199101,      104.99,       90.87,       90.73,     3169.37,     3826.98,     3106.15
199102,      112.35,       96.75,       95.36,     3330.19,     4002.91,     3149.65
199103,      123.81,      106.62,      103.94,     3612.07,     4246.19,     3334.41
199104,      130.04,      111.74,      106.88,     3739.74,     4316.87,     3414.17
199105,      131.17,      113.99,      109.32,     3727.52,     4329.42,     3425.29
199106,      137.57,      117.80,      112.71,     3877.50,     4522.75,     3486.75
199107,      139.16,      113.37,      107.69,     3328.77,     3838.59,     4228.38
199108,      143.27,      116.15,      112.28,     3535.81,     3990.77,     4365.31
199109,      148.57,      118.83,      116.04,     3624.44,     4083.75,     4410.63
199110,      150.53,      118.21,      114.57,     3533.22,     3975.37,     4436.49
199111,      153.27,      118.67,      116.37,     3608.71,     4029.96,     4466.08
199112,      147.12,      114.50,      113.36,     3566.56,     3816.22,     4264.57
199201,      160.44,      122.94,      119.85,     4078.87,     4296.02,     4528.16
199202,      168.30,      131.16,      127.79,     3999.73,     4214.59,     4450.61
199203,      172.25,      136.49,      133.97,     4020.90,     4277.56,     4452.47
199204,      169.66,      136.46,      135.20,     3904.61,     4212.84,     4379.87
199205,      164.50,      136.23,      135.19,     3890.02,     4308.64,     4661.66
199206,      166.27,      138.35,      138.94,     3950.67,     4304.57,     4664.82
199207,      145.66,      139.75,      125.86,     3802.70,     4037.99,     4850.53
199208,      151.13,      144.45,      131.59,     3971.03,     4159.22,     5079.81
199209,      147.30,      141.80,      130.75,     3898.65,     4022.69,     5002.23
199210,      149.30,      143.66,      130.29,     3929.96,     4108.07,     5008.55
199211,      153.30,      146.04,      130.45,     4040.85,     4148.18,     4895.75
199212,      163.72,      154.42,      134.34,     4218.72,     4339.33,     4890.72
199301,      170.49,      161.54,      139.51,     4257.84,     4392.94,     4976.24
199302,      177.11,      168.72,      143.46,     4248.68,     4415.53,     5017.37
199303,      176.55,      170.04,      146.67,     4188.05,     4439.03,     5235.84
199304,      180.97,      175.32,      150.97,     4276.47,     4517.78,     5350.72
199305,      174.34,      171.09,      147.19,     4074.12,     4418.54,     5276.05
199306,      178.42,      173.54,      147.00,     4231.18,     4503.26,     5302.23
199307,      185.43,      163.06,      167.81,     3889.40,     4507.32,     5623.69
199308,      186.70,      167.75,      171.59,     3865.98,     4469.99,     5646.64
199309,      193.83,      172.81,      175.57,     4037.13,     4577.68,     5841.75
199310,      197.67,      176.10,      179.91,     4073.23,     4511.42,     5810.09
199311,      199.49,      178.87,      181.78,     4153.31,     4559.87,     5855.08
199312,      192.76,      175.11,      178.54,     4072.78,     4545.71,     5671.04
199401,      201.02,      183.91,      180.51,     4121.36,     4662.58,     5692.24
199402,      205.61,      187.41,      183.14,     4251.19,     4804.63,     5824.68
199403,      204.94,      187.51,      182.56,     4233.58,     4646.90,     5543.14
199404,      194.87,      179.41,      176.26,     4048.47,     4448.11,     5326.87
199405,      196.35,      179.56,      176.19,     4008.52,     4517.24,     5459.00
199406,      194.19,      178.96,      173.23,     4040.21,     4606.47,     5461.06
199407,      180.95,      157.35,      165.21,     3438.57,     4673.64,     5064.21
199408,      183.72,      160.20,      167.48,     3540.82,     4846.45,     5210.08
199409,      192.50,      166.13,      172.02,     3696.58,     5026.78,     5356.19
199410,      188.32,      165.27,      170.07,     3577.00,     4882.66,     5244.58
199411,      184.33,      162.46,      168.57,     3682.57,     4920.06,     5325.23
199412,      176.04,      156.80,      164.02,     3532.63,     4690.57,     5168.29
199501,      180.01,      159.02,      168.61,     3552.34,     4801.97,     5169.16
199502,      179.68,      159.15,      167.74,     3655.72,     4862.00,     5414.18
199503,      186.63,      165.33,      172.73,     3839.43,     5097.97,     5544.32
199504,      190.41,      166.32,      172.35,     3953.91,     5234.78,     5629.34
199505,      194.12,      171.18,      175.80,     4007.41,     5436.52,     5820.48
199506,      196.37,      174.34,      177.45,     4150.09,     5619.61,     6045.55
199507,      185.14,      165.42,      166.03,     4776.01,     5543.48,     5484.37
199508,      196.20,      171.54,      169.90,     5011.35,     5724.45,     5587.48
199509,      202.61,      177.28,      172.13,     4973.82,     5758.21,     5684.92
199510,      208.96,      179.44,      177.15,     5064.96,     6057.67,     5948.66
199511,      199.27,      173.06,      172.97,     5007.38,     5990.22,     5962.31
199512,      205.67,      179.11,      176.89,     5154.16,     6392.73,     6165.28
199601,      211.01,      183.45,      178.52,     5092.16,     6563.69,     6446.81
199602,      210.55,      183.05,      179.01,     5198.87,     6883.86,     6537.47
199603,      216.60,      187.34,      178.89,     5410.62,     6919.88,     6565.61
199604,      225.92,      190.44,      181.54,     5419.95,     7066.61,     6559.18
199605,      235.19,      194.79,      182.48,     5545.23,     7095.50,     6594.68
199606,      243.68,      200.86,      186.17,     5739.63,     7254.49,     6671.87
199607,      245.69,      180.49,      186.81,     5955.50,     7267.95,     6546.21
199608,      232.72,      171.35,      182.20,     5643.25,     6965.01,     6295.62
199609,      242.73,      180.13,      187.39,     5882.92,     7132.94,     6322.96
199610,      247.19,      185.49,      192.38,     6228.44,     7558.66,     6499.26
199611,      248.33,      189.31,      195.49,     6298.41,     7741.56,     6776.78
199612,      257.30,      199.46,      203.90,     6796.26,     8350.29,     7157.63
199701,      264.90,      204.89,      208.56,     6713.94,     8176.95,     7106.88
199702,      270.51,      209.46,      210.56,     7146.19,     8654.19,     7393.36
199703,      268.91,      215.61,      215.10,     7086.63,     8808.88,     7561.80
199704,      260.78,      210.46,      209.21,     6799.31,     8382.59,     7213.64
199705,      262.16,      212.83,      208.66,     7290.49,     8938.84,     7396.22
199706,      288.27,      230.54,      221.96,     7712.10,     9437.65,     7809.39
199707,      279.04,      198.62,      194.23,     8461.01,     8492.29,     7899.83
199708,      290.11,      207.67,      203.19,     9284.02,     9118.74,     8301.00
199709,      296.30,      211.77,      208.90,     8747.84,     8556.14,     8072.70
199710,      316.98,      226.72,      221.39,     9273.33,     9127.39,     8500.79
199711,      309.84,      223.54,      216.90,     8942.61,     8834.36,     8402.19
199712,      307.57,      227.17,      221.73,     9392.59,     9199.38,     8878.15
199801,      314.87,      237.41,      236.75,     9563.14,     9483.65,     9226.24
199802,      310.01,      232.33,      230.11,     9674.70,     9595.14,     9043.17
199803,      338.38,      246.42,      238.14,    10560.58,    10202.57,     9540.73
199804,      355.33,      256.40,      244.66,    11091.62,    10670.83,    10148.57
199805,      360.97,      260.47,      244.25,    11484.65,    10766.40,    10053.20
199806,      346.77,      254.04,      239.63,    11273.49,    10579.12,    10130.75
199807,      317.33,      243.20,      225.73,    11488.38,    11321.57,     9646.23
199808,      298.18,      228.19,      213.18,    11579.60,    11003.92,     9562.68
199809,      244.49,      192.35,      191.31,     9493.10,     9394.48,     8748.28
199810,      259.29,      197.81,      198.22,     9982.90,     9625.69,     9584.22
199811,      268.57,      203.54,      203.08,    11018.37,    10506.76,     9891.98
199812,      280.97,      209.90,      208.01,    12020.95,    11017.58,    10253.83
199901,      289.24,      213.55,      212.49,    13076.11,    11395.73,    10225.38
199902,      277.62,      207.45,      204.34,    13744.25,    11326.68,    10057.86
199903,      257.76,      194.94,      191.40,    13411.73,    11255.48,     9667.91
199904,      254.14,      190.86,      188.02,    14054.77,    11546.18,     9634.21
199905,      275.78,      207.56,      200.24,    14439.70,    12096.21,    10579.89
199906,      285.45,      210.40,      208.14,    13954.15,    11906.90,    10536.36
199907,      323.46,      215.77,      180.29,    16285.80,    14377.81,     6717.85
199908,      312.81,      212.51,      181.92,    15955.11,    13961.80,     6536.27
199909,      295.77,      203.03,      176.81,    15910.39,    13626.37,     6389.64
199910,      291.55,      199.42,      172.18,    15458.83,    12909.96,     6114.29
199911,      283.71,      191.36,      170.83,    16504.55,    14005.94,     6182.90
199912,      292.25,      189.75,      169.95,    17016.89,    13601.73,     5883.08
200001,      300.70,      188.62,      167.29,    17881.40,    13519.86,     5689.44
200002,      284.40,      176.76,      158.92,    17570.09,    13013.59,     5462.81
200003,      304.24,      172.58,      153.96,    17272.02,    11757.29,     4939.26
200004,      311.71,      174.53,      153.01,    19205.90,    12942.62,     5358.29
200005,      314.70,      177.07,      154.64,    19095.73,    12966.51,     5442.30
200006,      308.29,      175.12,      153.19,    18749.86,    13250.61,     5733.17
200007,      316.88,      194.95,      167.83,    23866.54,    11952.72,     5251.65
200008,      321.21,      198.78,      175.49,    23868.17,    11944.57,     5462.70
200009,      339.30,      207.50,      182.20,    25584.84,    12488.55,     5999.01
200010,      337.45,      208.40,      184.24,    24101.00,    13010.46,     6201.96
200011,      346.01,      210.24,      179.93,    24028.46,    13978.50,     6249.32
200012,      331.93,      207.94,      179.33,    22634.85,    13806.23,     6178.59
200101,      373.84,      224.48,      192.56,    22855.92,    14389.55,     6638.84
200102,      384.77,      233.05,      201.45,    23215.38,    14152.94,     6693.10
200103,      379.83,      234.46,      205.04,    21480.79,    14188.83,     6741.23
200104,      370.31,      233.90,      208.54,    20075.06,    13796.54,     6757.67
200105,      399.95,      242.13,      215.99,    21684.27,    14247.84,     7052.25
200106,      406.33,      249.68,      226.69,    21797.77,    14651.18,     7336.54
200107,      410.18,      279.83,      190.30,    16637.38,    18266.92,     9444.12
200108,      401.58,      278.24,      191.29,    16875.78,    18406.99,     9421.97
200109,      403.71,      278.82,      192.42,    15762.27,    17715.73,     9160.63
200110,      358.93,      253.59,      179.31,    14395.74,    16980.83,     8679.00
200111,      372.89,      258.57,      179.40,    14950.67,    16647.36,     8509.22
200112,      391.66,      273.69,      188.52,    16404.42,    17654.17,     8774.08
200201,      423.36,      289.68,      196.46,    16866.97,    18139.42,     8899.93
200202,      431.61,      292.27,      201.02,    16578.57,    17990.89,     8857.54
200203,      440.52,      301.06,      205.39,    15954.66,    18461.09,     8946.88
200204,      473.42,      320.54,      223.16,    16632.54,    18868.74,     9437.18
200205,      501.90,      340.15,      235.86,    15523.94,    17857.65,     9403.04
200206,      485.81,      335.50,      231.06,    15318.98,    17772.23,     9514.81
200207,      489.41,      297.79,      225.83,    11321.71,    15783.82,    13198.81
200208,      425.97,      267.59,      206.46,    10397.62,    14784.31,    12366.41
200209,      436.13,      270.64,      207.97,    10580.97,    14870.50,    12311.29
200210,      416.26,      256.60,      198.84,     9499.24,    13487.58,    10651.50
200211,      420.89,      259.96,      199.95,    10428.30,    14366.96,    11377.93
200212,      435.07,      270.50,      203.66,    10892.82,    14821.98,    12085.36
200301,      428.73,      267.89,      202.99,    10052.73,    14288.79,    11640.39
200302,      414.77,      260.71,      201.45,     9790.34,    13839.96,    11204.15
200303,      397.11,      259.53,      197.88,     9720.63,    13460.44,    10900.96
200304,      406.95,      260.52,      201.80,     9929.80,    13438.20,    10847.37
200305,      437.99,      280.11,      214.17,    10824.99,    14288.06,    11852.41
200306,      472.30,      294.20,      226.85,    11385.80,    14928.03,    12472.95
